survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,fare_caped,family_size,is_alone
1,1,female,30.0,0,0,31.0,C,First,woman,False,Cherbourg,yes,True,-3.6343999999999994,1,1
0,3,male,34.5,0,0,6.4375,C,Third,man,True,Cherbourg,no,True,10.11975,1,1
0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,7.53435,1,1
0,3,male,42.0,0,0,7.55,S,Third,man,True,Southampton,no,True,8.451,1,1
0,3,male,29.69911764705882,8,2,69.55,S,Third,man,True,Southampton,no,False,-22.90939999999999,11,0
0,3,male,35.0,0,0,7.8958,C,Third,man,True,Cherbourg,no,True,7.9323,1,1
0,2,male,28.0,0,1,33.0,S,Second,man,True,Southampton,no,False,-4.634399999999999,2,0
1,1,female,29.69911764705882,1,0,89.1042,C,First,woman,False,Cherbourg,yes,False,-32.68650000000001,2,0
0,3,male,4.0,4,2,31.275,S,Third,child,False,Southampton,no,False,-3.7719000000000023,7,0
0,3,male,74.0,0,0,7.775,S,Third,man,True,Southampton,no,True,8.1135,1,1
0,3,female,9.0,1,1,15.2458,C,Third,child,False,Cherbourg,no,False,4.242700000000001,3,0
1,1,female,16.0,0,1,39.4,S,First,woman,False,Southampton,yes,False,-7.834400000000002,2,0
0,2,female,44.0,1,0,26.0,S,Second,woman,False,Southampton,no,False,-1.1343999999999994,2,0
1,3,female,18.0,0,1,9.35,S,Third,woman,False,Southampton,yes,False,7.1906,2,0
1,1,female,45.0,1,1,164.8667,S,First,woman,False,Southampton,yes,False,-70.56774999999999,3,0
1,1,male,51.0,0,0,26.55,S,First,man,True,Southampton,yes,True,-1.4094000000000015,1,1
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,Cherbourg,yes,False,2.236449999999998,4,0
0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,8.932200000000002,1,1
0,3,male,41.0,2,0,14.1083,S,Third,man,True,Southampton,no,False,4.811450000000001,3,0
0,2,male,21.0,1,0,11.5,S,Second,man,True,Southampton,no,False,6.115600000000001,2,0
1,1,female,48.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True,-1.0990000000000038,1,1
0,3,female,29.69911764705882,8,2,69.55,S,Third,woman,False,Southampton,no,False,-22.90939999999999,11,0
0,2,male,24.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
1,2,female,42.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,5.365600000000001,1,1
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,Cherbourg,yes,False,4.936450000000001,2,0
0,1,male,31.0,0,0,50.4958,S,First,man,True,Southampton,no,True,-13.3823,1,1
0,3,male,29.69911764705882,0,0,9.5,S,Third,man,True,Southampton,no,True,7.115600000000001,1,1
1,3,male,4.0,1,1,11.1333,S,Third,child,False,Southampton,yes,False,6.29895,3,0
0,3,male,26.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
1,1,female,47.0,1,1,52.5542,S,First,woman,False,Southampton,yes,False,-14.411499999999997,3,0
0,1,male,33.0,0,0,5.0,S,First,man,True,Southampton,no,True,12.276,1,1
0,3,male,47.0,0,0,9.0,S,Third,man,True,Southampton,no,True,7.365600000000001,1,1
1,2,female,28.0,1,0,24.0,C,Second,woman,False,Cherbourg,yes,False,-0.1343999999999994,2,0
1,3,female,15.0,0,0,7.225,C,Third,child,False,Cherbourg,yes,True,8.938500000000001,1,1
0,3,male,20.0,0,0,9.8458,S,Third,man,True,Southampton,no,True,6.9427,1,1
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
1,1,female,56.0,0,1,83.1583,C,First,woman,False,Cherbourg,yes,False,-29.713549999999998,2,0
1,2,female,25.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False,-1.1343999999999994,2,0
0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,Southampton,no,True,6.6072500000000005,1,1
0,2,male,28.0,0,0,10.5,S,Second,man,True,Southampton,no,True,6.615600000000001,1,1
0,3,male,25.0,0,0,7.05,S,Third,man,True,Southampton,no,True,9.201,1,1
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,Queenstown,no,False,-2.6968999999999994,6,0
0,2,male,27.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
1,1,female,19.0,0,0,30.0,S,First,woman,False,Southampton,yes,True,-3.1343999999999994,1,1
0,3,female,29.69911764705882,1,2,23.45,S,Third,woman,False,Southampton,no,False,0.14059999999999917,4,0
1,1,male,26.0,0,0,30.0,C,First,man,True,Cherbourg,yes,True,-3.1343999999999994,1,1
0,3,male,32.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,8.151,1,1
